,batter_id,batter_name,year,avg,G,AB,R,H,1B,2B,3B,HR,TB,BB,HBP,SO,SLG,OBP,OPS,BABIP
1506,212,이성우,2015,0.222,79,117,8,26,17,8,0,1,37,9,0,20,0.316,0.271,0.5870000000000001,0.2604166666666667
1508,212,이성우,2017,0.27899999999999997,64,111,6,31,25,5,0,1,39,6,1,17,0.35100000000000003,0.322,0.6729999999999999,0.3225806451612903
1509,212,이성우,2018,0.242,88,120,10,29,24,5,0,0,34,8,1,16,0.28300000000000003,0.292,0.575,0.27884615384615385
1512,283,조동찬,2004,0.222,123,342,44,76,51,18,0,7,115,25,7,94,0.336,0.28600000000000003,0.622,0.2863070539419087
1513,283,조동찬,2005,0.27399999999999997,122,387,55,106,74,16,0,16,170,39,15,84,0.439,0.36,0.7989999999999999,0.313588850174216
1514,283,조동찬,2006,0.259,107,370,51,96,73,13,0,10,139,29,6,80,0.376,0.32299999999999995,0.6990000000000001,0.30714285714285716
1515,283,조동찬,2007,0.18899999999999997,38,106,14,20,17,3,0,0,23,11,6,23,0.217,0.301,0.518,0.24096385542168675
1516,283,조동찬,2008,0.225,68,151,25,34,30,2,0,2,42,19,5,32,0.278,0.322,0.6000000000000001,0.27350427350427353
1517,283,조동찬,2009,0.256,75,215,34,55,39,8,0,8,87,26,3,46,0.405,0.341,0.746,0.2919254658385093
1518,283,조동찬,2010,0.292,95,332,61,97,66,20,2,9,148,28,7,75,0.446,0.359,0.8049999999999999,0.3548387096774194
1519,283,조동찬,2011,0.21600000000000005,85,208,27,45,34,7,0,4,64,19,2,47,0.308,0.284,0.5920000000000001,0.2611464968152866
1520,283,조동찬,2012,0.285,94,270,40,77,54,15,2,6,114,28,6,68,0.42200000000000004,0.363,0.7849999999999999,0.3622448979591837
1521,283,조동찬,2013,0.24,74,221,36,53,31,15,0,7,89,25,4,54,0.40299999999999997,0.327,0.73,0.2875
1523,283,조동찬,2016,0.275,90,247,32,68,46,11,1,10,111,26,3,64,0.449,0.348,0.7969999999999999,0.3352601156069364
1524,283,조동찬,2017,0.289,122,353,35,102,69,23,0,10,155,22,10,72,0.439,0.344,0.7829999999999999,0.33948339483394835
1550,216,이영욱,2009,0.249,88,193,27,48,36,6,2,4,70,19,3,52,0.363,0.321,0.6839999999999999,0.32116788321167883
1551,216,이영욱,2010,0.272,120,408,68,111,86,19,2,4,146,51,7,86,0.358,0.36,0.718,0.33647798742138363
1552,216,이영욱,2011,0.23199999999999998,111,203,37,47,32,9,3,3,71,21,4,68,0.35,0.312,0.6619999999999999,0.3333333333333333
1559,217,이용규,2005,0.266,124,414,57,110,86,17,2,5,146,39,9,64,0.353,0.34,0.6930000000000001,0.30434782608695654
1560,217,이용규,2006,0.318,125,485,78,154,119,25,9,1,200,50,9,48,0.41200000000000003,0.391,0.8029999999999999,0.35091743119266056
1561,217,이용규,2007,0.28,118,439,61,123,98,17,8,0,156,37,7,40,0.355,0.344,0.6990000000000001,0.3082706766917293
1562,217,이용규,2008,0.312,106,417,62,130,100,24,6,0,166,47,3,37,0.39799999999999996,0.385,0.7829999999999999,0.34210526315789475
1563,217,이용규,2009,0.266,50,169,32,45,34,8,3,0,59,22,4,21,0.349,0.364,0.713,0.30405405405405406
1564,217,이용규,2010,0.307,129,472,74,145,122,19,1,3,175,64,9,50,0.371,0.39799999999999996,0.769,0.33890214797136037
1565,217,이용규,2011,0.33299999999999996,111,421,84,140,119,16,2,3,169,63,9,33,0.401,0.4270000000000001,0.8280000000000001,0.35584415584415585
1566,217,이용규,2012,0.28300000000000003,125,491,86,139,121,14,2,2,163,66,10,38,0.332,0.377,0.7090000000000001,0.30376940133037694
1567,217,이용규,2013,0.295,100,390,74,115,92,20,1,2,143,44,7,37,0.3670000000000001,0.375,0.742,0.32193732193732194
1568,217,이용규,2014,0.28800000000000003,104,358,62,103,87,12,4,0,123,52,5,46,0.344,0.385,0.7290000000000001,0.3301282051282051
1569,217,이용규,2015,0.341,124,493,94,168,142,15,7,4,209,68,9,45,0.424,0.4270000000000001,0.851,0.36936936936936937
1570,217,이용규,2016,0.35200000000000004,113,452,98,159,132,20,4,3,196,63,7,29,0.434,0.43799999999999994,0.872,0.37142857142857144
1571,217,이용규,2017,0.263,57,179,31,47,38,8,1,0,57,17,2,20,0.318,0.332,0.65,0.29559748427672955
1572,217,이용규,2018,0.293,134,491,82,144,128,14,1,1,163,59,12,62,0.332,0.379,0.7110000000000001,0.3341121495327103
1590,219,이우성,2018,0.226,71,177,24,40,27,9,0,4,61,16,4,57,0.345,0.303,0.6479999999999999,0.3103448275862069
1591,220,이원석,2005,0.20199999999999999,72,163,21,33,21,10,1,1,48,18,4,58,0.294,0.294,0.588,0.3076923076923077
1592,220,이원석,2006,0.226,123,287,26,65,56,8,0,1,76,14,4,55,0.265,0.26899999999999996,0.534,0.27705627705627706
1593,220,이원석,2007,0.262,121,363,43,95,83,10,1,1,110,24,3,57,0.303,0.312,0.615,0.3081967213114754
1594,220,이원석,2008,0.275,53,120,14,33,26,7,0,0,40,8,0,15,0.33299999999999996,0.32,0.653,0.3142857142857143
1595,220,이원석,2009,0.298,125,376,49,112,79,20,4,9,167,28,5,52,0.444,0.35,0.794,0.326984126984127
1596,220,이원석,2010,0.268,104,291,36,78,52,14,4,8,124,26,4,44,0.426,0.33399999999999996,0.76,0.2928870292887029
1597,220,이원석,2011,0.21600000000000005,110,264,36,57,38,11,0,8,92,29,3,58,0.348,0.298,0.6459999999999999,0.2474747474747475
1598,220,이원석,2012,0.268,107,325,36,87,64,13,2,8,128,30,5,35,0.39399999999999996,0.337,0.7310000000000001,0.2801418439716312
1599,220,이원석,2013,0.314,85,264,40,83,61,12,0,10,125,29,3,49,0.473,0.385,0.858,0.35609756097560974
1600,220,이원석,2014,0.251,79,231,29,58,43,8,2,5,85,19,1,53,0.368,0.308,0.6759999999999999,0.3063583815028902
1602,220,이원석,2017,0.265,121,411,55,109,70,20,1,18,185,34,4,80,0.45,0.32299999999999995,0.773,0.29073482428115016
1603,220,이원석,2018,0.301,128,479,74,144,93,30,1,20,236,52,7,103,0.493,0.374,0.867,0.34831460674157305
1605,221,이원재,2018,0.304,77,138,12,42,27,10,0,5,67,10,0,33,0.486,0.34700000000000003,0.833,0.37
1619,224,이재원,2007,0.33299999999999996,66,108,16,36,25,8,0,3,53,7,3,13,0.491,0.387,0.878,0.358695652173913
1620,224,이재원,2008,0.315,82,146,14,46,29,13,1,3,70,20,2,24,0.479,0.39799999999999996,0.877,0.36134453781512604
1624,224,이재원,2013,0.252,69,226,27,57,38,10,1,8,93,17,4,32,0.41200000000000003,0.313,0.725,0.26344086021505375
1625,224,이재원,2014,0.337,120,412,48,139,95,30,2,12,209,49,12,66,0.507,0.413,0.92,0.38023952095808383
1626,224,이재원,2015,0.282,140,489,58,138,102,18,1,17,209,54,11,85,0.4270000000000001,0.363,0.79,0.31266149870801035
1627,224,이재원,2016,0.29,130,411,49,119,89,15,0,15,179,43,9,76,0.436,0.364,0.8,0.325
1628,224,이재원,2017,0.242,114,314,32,76,52,15,0,9,118,16,8,55,0.376,0.292,0.6679999999999999,0.268
1629,224,이재원,2018,0.32899999999999996,130,407,63,134,93,24,0,17,209,43,12,65,0.514,0.405,0.919,0.36
1644,227,이정후,2017,0.324,144,552,111,179,140,29,8,2,230,60,6,67,0.41700000000000004,0.395,0.812,0.36645962732919257
1645,227,이정후,2018,0.355,109,459,81,163,121,34,2,6,219,42,8,58,0.47700000000000004,0.41200000000000003,0.889,0.39746835443037976
1646,229,이종욱,2006,0.284,120,388,76,110,89,14,6,1,139,40,7,60,0.358,0.36,0.718,0.3333333333333333
1647,229,이종욱,2007,0.316,123,465,84,147,114,20,12,1,194,48,4,74,0.41700000000000004,0.382,0.7989999999999999,0.37435897435897436
1648,229,이종욱,2008,0.301,122,458,98,138,119,14,5,0,162,52,4,53,0.354,0.376,0.73,0.34074074074074073
1649,229,이종욱,2009,0.276,82,312,48,86,70,11,4,1,108,28,0,38,0.34600000000000003,0.33399999999999996,0.6799999999999999,0.31135531135531136
1650,229,이종욱,2010,0.312,114,413,66,129,106,16,2,5,164,45,4,46,0.397,0.38299999999999995,0.78,0.3425414364640884
1651,229,이종욱,2011,0.303,121,436,64,132,111,11,5,5,168,49,5,51,0.385,0.377,0.762,0.33421052631578946
1652,229,이종욱,2012,0.24,121,437,57,105,87,17,1,0,124,43,3,43,0.284,0.309,0.593,0.26649746192893403
1653,229,이종욱,2013,0.307,110,401,77,123,88,23,6,6,176,38,3,57,0.439,0.369,0.8079999999999999,0.34615384615384615
1654,229,이종욱,2014,0.28800000000000003,124,438,73,126,88,28,4,6,180,40,3,60,0.41100000000000003,0.342,0.753,0.3225806451612903
1655,229,이종욱,2015,0.268,125,440,63,118,86,25,2,5,162,54,3,78,0.368,0.35,0.718,0.3165266106442577
1656,229,이종욱,2016,0.305,134,453,73,138,105,24,4,5,185,54,1,73,0.408,0.376,0.784,0.3546666666666667
1657,229,이종욱,2017,0.308,107,318,52,98,78,15,0,5,128,28,5,30,0.40299999999999997,0.371,0.774,0.3286219081272085
1658,229,이종욱,2018,0.23,43,122,12,28,20,7,0,1,38,4,0,16,0.311,0.252,0.563,0.2571428571428571
1667,233,이지영,2012,0.304,54,135,10,41,38,3,0,0,44,4,4,16,0.326,0.34299999999999997,0.669,0.3445378151260504
1668,233,이지영,2013,0.239,113,268,27,64,59,4,1,0,70,14,1,38,0.261,0.278,0.539,0.2782608695652174
1669,233,이지영,2014,0.278,99,266,37,74,58,10,3,3,99,14,2,33,0.3720000000000001,0.315,0.687,0.30869565217391304
1670,233,이지영,2015,0.305,124,361,36,110,98,10,1,1,125,14,4,32,0.34600000000000003,0.33299999999999996,0.679,0.3323170731707317
1671,233,이지영,2016,0.297,129,390,36,116,97,12,0,7,149,12,7,32,0.382,0.32799999999999996,0.71,0.31054131054131057
1672,233,이지영,2017,0.23800000000000002,105,302,31,72,60,10,2,0,86,20,5,40,0.285,0.294,0.579,0.2748091603053435
1673,233,이지영,2018,0.34299999999999997,90,178,31,61,49,10,0,2,77,15,4,27,0.433,0.406,0.8390000000000001,0.3959731543624161
1674,234,이진영,1999,0.258,65,190,14,49,40,5,0,4,66,17,0,40,0.0,0.0,0.0,0.3082191780821918
1675,234,이진영,2000,0.247,105,292,34,72,45,16,4,7,117,21,1,64,0.0,0.0,0.0,0.29411764705882354
1676,234,이진영,2001,0.28,120,321,49,90,66,16,1,7,129,35,0,64,0.402,0.35100000000000003,0.753,0.332
1677,234,이진영,2002,0.308,128,419,73,129,86,22,8,13,206,42,5,57,0.4920000000000001,0.375,0.867,0.332378223495702
1678,234,이진영,2003,0.32799999999999996,128,481,81,158,106,29,6,17,250,62,4,76,0.52,0.408,0.928,0.3634020618556701
1679,234,이진영,2004,0.342,117,404,74,138,103,19,1,15,204,66,5,49,0.505,0.43799999999999994,0.943,0.36176470588235293
1680,234,이진영,2005,0.29100000000000004,122,453,76,132,92,19,1,20,213,55,3,60,0.47,0.369,0.8390000000000001,0.3002680965147453
1681,234,이진영,2006,0.273,118,428,54,117,93,13,0,11,163,41,2,52,0.381,0.34,0.7210000000000001,0.29041095890410956
1682,234,이진영,2007,0.35,80,220,40,77,57,10,3,7,114,22,2,20,0.518,0.41200000000000003,0.93,0.3626943005181347
1683,234,이진영,2008,0.315,95,324,53,102,74,20,0,8,146,31,3,26,0.451,0.377,0.8280000000000001,0.32413793103448274
1684,234,이진영,2009,0.3,120,380,50,114,81,18,1,14,176,40,1,30,0.46299999999999997,0.366,0.8290000000000001,0.2976190476190476
1685,234,이진영,2010,0.331,104,378,56,125,90,28,0,7,174,32,1,40,0.46,0.381,0.841,0.3564954682779456
1686,234,이진영,2011,0.276,97,323,43,89,68,18,1,2,115,26,2,29,0.35600000000000004,0.331,0.687,0.2979452054794521
1687,234,이진영,2012,0.307,105,365,39,112,90,18,0,4,142,44,1,41,0.389,0.381,0.77,0.3375
1688,234,이진영,2013,0.32899999999999996,106,368,41,121,91,26,1,3,158,37,2,42,0.429,0.39,0.8190000000000001,0.3653250773993808
1689,234,이진영,2014,0.325,119,412,53,134,107,19,2,6,175,45,0,48,0.425,0.384,0.8089999999999999,0.3575418994413408
1690,234,이진영,2015,0.256,103,301,32,77,62,5,1,9,111,42,3,55,0.369,0.35100000000000003,0.72,0.2869198312236287
1691,234,이진영,2016,0.332,115,371,49,123,89,23,1,10,178,45,3,44,0.48,0.40299999999999997,0.883,0.35646687697160884
1692,234,이진영,2017,0.289,103,263,28,76,47,26,1,2,110,17,1,34,0.418,0.335,0.753,0.32599118942731276
1693,234,이진영,2018,0.318,110,283,40,90,69,17,1,3,118,25,0,35,0.41700000000000004,0.37,0.7869999999999999,0.3551020408163265
1699,236,이천웅,2016,0.293,103,276,38,81,64,10,1,6,111,34,3,49,0.402,0.376,0.778,0.3393665158371041
1700,236,이천웅,2017,0.284,75,232,35,66,50,14,0,2,86,24,6,45,0.371,0.366,0.737,0.34594594594594597
1701,236,이천웅,2018,0.34,112,359,61,122,95,22,3,2,156,39,3,48,0.435,0.40700000000000003,0.8420000000000001,0.3883495145631068
1704,238,이택근,2003,0.278,101,212,26,59,44,11,0,4,82,11,13,35,0.387,0.35,0.737,0.3179190751445087
1706,238,이택근,2005,0.331,71,139,20,46,35,9,0,2,61,19,8,22,0.439,0.44,0.879,0.3826086956521739
1707,238,이택근,2006,0.322,118,419,58,135,103,21,2,9,187,45,9,51,0.446,0.396,0.8420000000000001,0.35097493036211697
1708,238,이택근,2007,0.313,116,438,74,137,110,15,1,11,187,39,11,41,0.4270000000000001,0.382,0.8089999999999999,0.32642487046632124
1709,238,이택근,2008,0.317,110,372,59,118,86,19,1,12,175,48,4,44,0.47,0.39799999999999996,0.868,0.33544303797468356
1710,238,이택근,2009,0.311,123,456,84,142,101,26,0,15,213,64,13,59,0.467,0.408,0.875,0.3324607329842932
1711,238,이택근,2010,0.303,91,337,66,102,70,17,1,14,163,38,4,55,0.484,0.377,0.861,0.3283582089552239
1712,238,이택근,2011,0.297,85,317,44,94,73,17,0,4,123,40,3,45,0.38799999999999996,0.377,0.765,0.3358208955223881
1713,238,이택근,2012,0.275,94,345,54,95,66,20,1,8,141,31,3,30,0.409,0.335,0.7440000000000001,0.28338762214983715
1714,238,이택근,2013,0.287,123,477,73,137,96,31,1,9,197,39,7,58,0.413,0.345,0.758,0.3121951219512195
1715,238,이택근,2014,0.306,122,441,87,135,81,32,1,21,232,51,13,43,0.526,0.386,0.912,0.30238726790450926
1716,238,이택근,2015,0.326,105,347,61,113,86,16,1,10,161,44,3,53,0.46399999999999997,0.402,0.8660000000000001,0.3626760563380282
1717,238,이택근,2016,0.309,127,398,64,123,95,19,1,8,168,53,3,56,0.42200000000000004,0.389,0.8109999999999999,0.344311377245509
1718,238,이택근,2017,0.278,100,241,27,67,48,15,1,3,93,25,1,58,0.386,0.34700000000000003,0.733,0.35555555555555557
1719,238,이택근,2018,0.308,104,308,40,95,65,25,1,4,134,32,9,44,0.435,0.385,0.8200000000000001,0.35
1733,239,이해창,2016,0.203,88,231,16,47,31,10,0,6,75,9,3,65,0.325,0.24,0.565,0.25625
1734,239,이해창,2017,0.272,114,254,33,69,47,11,0,11,113,19,1,50,0.445,0.322,0.767,0.3005181347150259
1735,239,이해창,2018,0.21600000000000005,83,162,19,35,23,4,0,8,63,8,3,49,0.389,0.266,0.655,0.2571428571428571
1749,242,이형종,2016,0.282,61,124,14,35,28,4,2,1,46,15,2,20,0.371,0.366,0.737,0.3300970873786408
1750,242,이형종,2017,0.265,128,377,57,100,73,18,0,9,145,40,11,73,0.385,0.35100000000000003,0.736,0.30847457627118646
1751,242,이형종,2018,0.316,118,437,83,138,98,27,0,13,204,31,12,82,0.467,0.377,0.8440000000000001,0.3654970760233918
1765,245,이흥련,2014,0.22699999999999998,88,132,21,30,24,4,1,1,39,14,5,24,0.295,0.325,0.62,0.27102803738317754
1766,245,이흥련,2015,0.23800000000000002,71,105,16,25,17,7,0,1,35,1,1,22,0.33299999999999996,0.252,0.585,0.2926829268292683
1767,245,이흥련,2016,0.26,85,150,20,39,22,11,0,6,68,8,5,41,0.45299999999999996,0.315,0.768,0.32038834951456313
1775,247,임병욱,2016,0.249,104,233,43,58,38,11,1,8,95,25,1,82,0.408,0.324,0.732,0.34965034965034963
1777,247,임병욱,2018,0.293,134,423,76,124,79,29,3,13,198,22,0,119,0.46799999999999997,0.327,0.795,0.38144329896907214
1796,250,임훈,2010,0.233,76,172,22,40,29,8,2,1,55,20,0,32,0.32,0.308,0.628,0.2805755395683453
1797,250,임훈,2011,0.266,93,229,34,61,46,9,6,0,82,33,0,33,0.358,0.355,0.713,0.3112244897959184
1798,250,임훈,2012,0.268,117,314,36,84,72,8,4,0,100,18,1,56,0.318,0.308,0.626,0.32558139534883723
1800,250,임훈,2014,0.314,90,277,47,87,71,13,1,2,108,37,8,61,0.39,0.40700000000000003,0.7969999999999999,0.397196261682243
1801,250,임훈,2015,0.278,88,252,44,70,56,12,1,1,87,26,9,44,0.345,0.363,0.708,0.3333333333333333
1802,250,임훈,2016,0.261,60,180,20,47,42,4,0,1,54,12,2,26,0.3,0.314,0.614,0.3006535947712418
1816,252,장성우,2010,0.18,61,100,5,18,13,4,0,1,25,6,0,27,0.25,0.226,0.47600000000000003,0.2361111111111111
1819,252,장성우,2015,0.284,133,433,55,123,89,20,1,13,184,46,0,85,0.425,0.34600000000000003,0.7709999999999999,0.3283582089552239
1820,252,장성우,2017,0.231,118,294,28,68,48,11,1,8,105,43,2,59,0.35700000000000004,0.32799999999999996,0.685,0.2643171806167401
1821,252,장성우,2018,0.258,127,356,41,92,66,13,0,13,144,32,2,82,0.40399999999999997,0.321,0.7250000000000001,0.30268199233716475
1847,256,장영석,2010,0.23199999999999998,64,138,16,32,21,6,0,5,53,12,9,45,0.384,0.331,0.7150000000000001,0.3068181818181818
1852,256,장영석,2017,0.26899999999999996,60,186,30,50,24,14,0,12,100,17,9,50,0.5379999999999999,0.358,0.8959999999999999,0.3064516129032258
1853,256,장영석,2018,0.22399999999999998,93,196,24,44,22,15,0,7,80,23,2,61,0.408,0.312,0.72,0.2890625
1862,261,전준우,2010,0.289,114,350,56,101,66,14,2,19,176,26,8,89,0.503,0.34700000000000003,0.85,0.33884297520661155
1863,261,전준우,2011,0.301,133,539,97,162,108,38,5,11,243,50,7,101,0.451,0.366,0.8170000000000001,0.35362997658079626
1864,261,전준우,2012,0.253,122,459,63,116,83,22,4,7,167,45,7,103,0.364,0.327,0.6910000000000001,0.3123209169054441
1865,261,전준우,2013,0.275,128,455,65,125,92,25,1,7,173,65,5,77,0.38,0.3670000000000001,0.747,0.31805929919137466
1866,261,전준우,2014,0.292,113,415,69,121,82,23,2,14,190,34,9,71,0.45799999999999996,0.35600000000000004,0.8140000000000001,0.3242424242424242
1868,261,전준우,2017,0.321,110,455,76,146,100,27,1,18,229,30,7,70,0.503,0.37,0.873,0.34877384196185285
1869,261,전준우,2018,0.342,144,556,118,190,119,36,2,33,329,48,7,82,0.5920000000000001,0.4,0.992,0.35600907029478457
1878,263,정경운,2017,0.23600000000000002,46,106,8,25,21,2,1,1,32,9,0,24,0.302,0.29100000000000004,0.593,0.2962962962962963
1881,264,정근우,2006,0.284,120,430,69,122,91,19,4,8,173,36,4,60,0.402,0.342,0.7440000000000001,0.3149171270718232
1882,264,정근우,2007,0.32299999999999995,111,341,62,110,75,24,2,9,165,35,6,44,0.484,0.395,0.879,0.3506944444444444
1883,264,정근우,2008,0.314,124,491,73,154,122,20,4,8,206,46,3,53,0.42,0.373,0.7929999999999999,0.3395348837209302
1884,264,정근우,2009,0.35,127,480,98,168,126,29,4,9,232,67,11,55,0.483,0.4370000000000001,0.92,0.38221153846153844
1885,264,정근우,2010,0.305,128,485,75,148,119,25,2,2,183,47,8,51,0.377,0.375,0.752,0.33796296296296297
1886,264,정근우,2011,0.307,90,326,60,100,75,19,0,6,137,38,4,37,0.42,0.384,0.804,0.3321554770318021
1887,264,정근우,2012,0.266,127,467,53,124,99,13,4,8,169,47,6,33,0.36200000000000004,0.33899999999999997,0.7010000000000001,0.27230046948356806
1888,264,정근우,2013,0.28,112,407,64,114,83,19,3,9,166,50,7,48,0.408,0.368,0.7759999999999999,0.3
1889,264,정근우,2014,0.295,125,464,91,137,98,28,5,6,193,66,9,56,0.41600000000000004,0.391,0.8069999999999999,0.32587064676616917
1890,264,정근우,2015,0.316,126,468,99,148,104,30,2,12,218,61,8,66,0.466,0.40299999999999997,0.8690000000000001,0.3487179487179487
1891,264,정근우,2016,0.31,138,575,121,178,127,31,2,18,267,60,9,58,0.46399999999999997,0.381,0.845,0.32064128256513025
1892,264,정근우,2017,0.33,105,391,73,129,96,22,0,11,184,32,10,48,0.47100000000000003,0.392,0.863,0.35542168674698793
1893,264,정근우,2018,0.304,102,375,63,114,78,24,1,11,173,39,7,43,0.461,0.377,0.8380000000000001,0.32087227414330216
1897,265,정범모,2012,0.17600000000000002,72,170,17,30,17,10,0,3,49,13,1,55,0.28800000000000003,0.23800000000000002,0.526,0.24107142857142858
1898,265,정범모,2013,0.247,88,178,14,44,31,12,0,1,59,15,2,43,0.331,0.313,0.644,0.3208955223880597
1899,265,정범모,2014,0.253,85,186,18,47,31,10,0,6,75,17,1,39,0.40299999999999997,0.314,0.7170000000000001,0.2907801418439716
1903,265,정범모,2018,0.179,103,190,20,34,21,9,0,4,55,15,4,62,0.289,0.25,0.5389999999999999,0.24193548387096775
1923,269,정상호,2008,0.23399999999999999,81,171,21,40,26,8,0,6,66,12,2,49,0.386,0.289,0.675,0.29310344827586204
1924,269,정상호,2009,0.28800000000000003,101,264,37,76,49,15,0,12,127,29,6,66,0.48100000000000004,0.365,0.846,0.34408602150537637
1926,269,정상호,2011,0.26,112,366,40,95,65,19,0,11,147,22,8,96,0.402,0.314,0.716,0.32432432432432434
1927,269,정상호,2012,0.21600000000000005,78,176,13,38,22,12,0,4,62,15,4,61,0.35200000000000004,0.28800000000000003,0.6399999999999999,0.3063063063063063
1928,269,정상호,2013,0.289,82,201,26,58,41,11,0,6,87,20,4,47,0.433,0.36,0.7929999999999999,0.35135135135135137
1929,269,정상호,2014,0.23800000000000002,100,235,36,56,33,13,1,9,98,18,5,67,0.41700000000000004,0.305,0.722,0.29559748427672955
1930,269,정상호,2015,0.254,113,279,34,71,47,11,1,12,120,22,15,80,0.43,0.342,0.772,0.3155080213903743
1931,269,정상호,2016,0.182,77,132,12,24,18,5,0,1,32,17,4,39,0.242,0.29,0.532,0.25
1932,269,정상호,2017,0.263,79,137,16,36,30,3,0,3,48,4,5,32,0.35,0.308,0.6579999999999999,0.3235294117647059
1933,269,정상호,2018,0.223,70,112,11,25,20,4,0,1,32,8,5,35,0.28600000000000003,0.304,0.59,0.3157894736842105
1934,270,정성훈,1999,0.292,108,366,49,107,80,19,1,7,149,26,8,51,0.0,0.0,0.0,0.3246753246753247
1935,270,정성훈,2000,0.26,119,457,50,119,94,21,3,1,149,25,3,55,0.0,0.0,0.0,0.2942643391521197
1936,270,정성훈,2001,0.28,49,161,17,45,33,7,1,4,66,12,1,18,0.41,0.331,0.741,0.2949640287769784
1937,270,정성훈,2002,0.312,114,340,65,106,75,19,3,9,158,28,9,42,0.465,0.376,0.841,0.3356401384083045
1938,270,정성훈,2003,0.34299999999999997,91,338,55,116,86,17,0,13,172,23,8,40,0.509,0.397,0.9059999999999999,0.36140350877192984
1939,270,정성훈,2004,0.266,118,470,66,125,94,23,0,8,172,54,7,60,0.366,0.35,0.716,0.291044776119403
1940,270,정성훈,2005,0.266,126,458,61,122,84,20,1,17,195,49,7,67,0.426,0.34600000000000003,0.772,0.2807486631016043
1941,270,정성훈,2006,0.29100000000000004,122,416,56,121,82,26,0,13,186,49,7,43,0.447,0.369,0.8160000000000001,0.3
1942,270,정성훈,2007,0.29,122,445,59,129,83,29,1,16,208,40,8,66,0.467,0.35700000000000004,0.8240000000000001,0.31129476584022037
1943,270,정성훈,2008,0.27,109,355,43,96,70,21,2,3,130,36,5,41,0.366,0.345,0.711,0.2990353697749196
1944,270,정성훈,2009,0.301,121,419,62,126,95,19,2,10,179,59,4,46,0.4270000000000001,0.389,0.8160000000000001,0.31955922865013775
1945,270,정성훈,2010,0.263,111,365,52,96,71,20,1,4,130,41,4,58,0.35600000000000004,0.342,0.698,0.30363036303630364
1946,270,정성훈,2011,0.29100000000000004,127,422,61,123,94,18,1,10,173,49,5,69,0.41,0.366,0.7759999999999999,0.3294460641399417
1947,270,정성훈,2012,0.31,107,365,50,113,71,27,3,12,182,65,1,62,0.499,0.41100000000000003,0.91,0.3470790378006873
1948,270,정성훈,2013,0.312,121,407,64,127,95,22,1,9,178,59,7,58,0.4370000000000001,0.405,0.8420000000000001,0.34705882352941175
1949,270,정성훈,2014,0.32899999999999996,112,383,71,126,87,25,1,13,192,59,7,56,0.501,0.424,0.925,0.35987261146496813
1950,270,정성훈,2015,0.284,117,363,47,103,77,16,1,9,148,54,13,65,0.408,0.392,0.8,0.32525951557093424
1951,270,정성훈,2016,0.322,126,370,58,119,90,22,1,6,161,33,5,59,0.435,0.38,0.815,0.3704918032786885
1952,270,정성훈,2017,0.312,115,276,32,86,66,14,0,6,118,36,6,49,0.428,0.4,0.8280000000000001,0.36199095022624433
1953,270,정성훈,2018,0.295,88,183,22,54,39,11,0,4,77,16,5,49,0.42100000000000004,0.366,0.7869999999999999,0.38461538461538464
1954,271,정수빈,2009,0.264,85,231,47,61,44,8,6,3,90,24,3,45,0.39,0.34,0.73,0.31693989071038253
1955,271,정수빈,2010,0.322,76,143,35,46,31,8,6,1,69,10,0,25,0.483,0.361,0.8440000000000001,0.38461538461538464
1956,271,정수빈,2011,0.285,128,414,66,118,92,17,8,1,154,40,11,77,0.3720000000000001,0.361,0.733,0.3482142857142857
1957,271,정수빈,2012,0.235,101,315,46,74,56,11,7,0,99,18,3,46,0.314,0.281,0.595,0.275092936802974
1958,271,정수빈,2013,0.276,125,228,57,63,51,2,8,2,87,16,6,29,0.382,0.337,0.7190000000000001,0.3096446700507614
1959,271,정수빈,2014,0.306,128,431,79,132,101,18,7,6,182,41,11,68,0.42200000000000004,0.379,0.8009999999999999,0.35294117647058826
1960,271,정수빈,2015,0.295,128,491,79,145,109,27,7,2,192,43,11,70,0.391,0.361,0.752,0.3412887828162291
1961,271,정수빈,2016,0.242,114,269,49,65,54,7,2,2,82,25,6,48,0.305,0.319,0.624,0.2876712328767123
1977,273,정은원,2018,0.249,98,201,33,50,38,5,3,4,73,22,1,50,0.363,0.324,0.687,0.3129251700680272
1978,274,정의윤,2005,0.242,106,314,41,76,55,10,3,8,116,17,4,69,0.369,0.28800000000000003,0.657,0.2869198312236287
1979,274,정의윤,2006,0.259,82,239,28,62,47,8,1,6,90,13,5,39,0.377,0.311,0.688,0.28865979381443296
1980,274,정의윤,2007,0.28,88,193,22,54,42,8,1,3,73,11,0,22,0.37799999999999995,0.316,0.6940000000000001,0.30357142857142855
1982,274,정의윤,2011,0.256,93,242,13,62,53,9,0,0,71,17,4,32,0.293,0.312,0.605,0.29523809523809524
1983,274,정의윤,2012,0.28300000000000003,81,233,19,66,45,18,1,2,92,13,3,34,0.395,0.324,0.7190000000000001,0.3248730964467005
1984,274,정의윤,2013,0.272,116,367,42,100,75,15,5,5,140,26,8,45,0.381,0.332,0.7130000000000001,0.2996845425867508
1985,274,정의윤,2014,0.264,97,261,29,69,48,14,0,7,104,21,5,40,0.39799999999999996,0.32799999999999996,0.726,0.2897196261682243
1986,274,정의윤,2015,0.32,91,259,38,83,55,14,0,14,139,26,9,46,0.537,0.397,0.934,0.34673366834170855
